FID,id,cod_craai,cod_mun,municipio,zona_eleitoral,cd_local,nm_local,nm_local2,bairro,endereco,total_seção,total_aptos,X,Y,geom
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5641,388,10,3304557,RIO DE JANEIRO,180,1015,ESCOLA MUNICIPAL ROSA DO POVO,ESCOLA MUNICIPAL ROSA DO POVO,TAQUARA,TRAVESSA BOGARI 65,19,8886,-43.38014,-22.91387,POINT (-43.38014 -22.913870000000006)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5640,389,10,3304557,RIO DE JANEIRO,180,1058,ESCOLA MUNICIPAL EMBAIXADOR DIAS CARNEIRO,ESCOLA MUNICIPAL EMBAIXADOR DIAS CARNEIRO,TANQUE,ESTRADA DA COVANCA 20,9,3404,-43.36032,-22.91917,POINT (-43.360319999999994 -22.91917)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-563f,390,10,3304557,RIO DE JANEIRO,180,1066,ESCOLA MUNICIPAL PIO X,ESCOLA MUNICIPAL PIO X,TANQUE,RUA SERRA NEGRA S/N,11,5166,-43.3623,-22.92312,POINT (-43.36229999999998 -22.923120000000008)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-563e,391,10,3304557,RIO DE JANEIRO,180,1074,ESCOLA MUNICIPAL AUGUSTO CONY,ESCOLA MUNICIPAL PROFESSOR AUGUSTO CONY,TANQUE,AV. NELSON CARDOSO 352,9,3161,-43.36486,-22.91802,POINT (-43.36486 -22.918020000000006)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-563d,392,10,3304557,RIO DE JANEIRO,180,1090,HOSPITAL CURUPAITI,HOSPITAL ESTADUAL CURUPAITI,TANQUE,RUA GODOFREDO VIANA 64,4,1259,-43.36432,-22.91379,POINT (-43.364320000000006 -22.91379)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-563c,393,10,3304557,RIO DE JANEIRO,180,1104,SESI JACAREPAGUÁ,SERVICO SOCIAL DA INDUSTRIA (SESI),TANQUE,AV. GEREMARIO DANTAS 342,14,6041,-43.36204,-22.92407,POINT (-43.36203999999999 -22.92407000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-563b,394,10,3304557,RIO DE JANEIRO,180,1155,ESCOLA MUNICIPAL MAESTRO LORENZO FERNANDES,ESCOLA MUNICIPAL MAESTRO LORENZO FERNANDES,TANQUE,RUA SAO CALISTO 179,7,2842,-43.37199,-22.91316,POINT (-43.371990000000004 -22.913160000000012)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-563a,395,10,3304557,RIO DE JANEIRO,180,1180,ESCOLA MUNICIPAL NOEL NUTELS,ESCOLA MUNICIPAL NOEL NUTELS,TANQUE,RUA SAO CALISTO S/N,7,2708,-43.37172,-22.91315,POINT (-43.37172 -22.913150000000012)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5639,396,10,3304557,RIO DE JANEIRO,180,1198,ESCOLA MUNICIPAL CARLOS LACERDA,ESCOLA MUNICIPAL CARLOS LACERDA,TAQUARA,RUA NACIONAL 230,11,4099,-43.37245,-22.92907,POINT (-43.37244999999999 -22.92907000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5638,397,10,3304557,RIO DE JANEIRO,180,1210,COLEGIO ESTADUAL BRIGADEIRO SCHORCHT,ESCOLA MUNICIPAL BRIGADEIRO SCHORDCHT,TAQUARA,RUA DOS PRAZERES S/N,14,4353,-43.37238,-22.92813,POINT (-43.37238 -22.92813000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5637,398,10,3304557,RIO DE JANEIRO,180,1228,ESCOLA MUNICIPAL NELSON RODRIGUES,ESCOLA MUNICIPAL NELSON RODRIGUES,TAQUARA,RUA FREI LUIZ ALEVATO S/N,13,5273,-43.36991,-22.93533,POINT (-43.369910000000004 -22.935330000000004)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5636,399,10,3304557,RIO DE JANEIRO,180,1236,ESCOLA MUNICIPAL VITOR MEIRELLES,ESCOLA MUNICIPAL VITOR MEIRELLES,TAQUARA,RUA JOAQUIM INACIO FILHO 29,13,5580,-43.36833,-22.93599,POINT (-43.368330000000014 -22.935990000000004)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5635,400,10,3304557,RIO DE JANEIRO,180,1244,ESCOLA MUNICIPAL RENATO LEITE,ESCOLA MUNICIPAL RENATO LEITE,TAQUARA,RUA CARLOS PALUT 271,13,4941,-43.36936,-22.9335,POINT (-43.369360000000015 -22.93350000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5634,401,10,3304557,RIO DE JANEIRO,180,1260,CIEP COMPOSITOR DONGA,CIEP COMPOSITOR DONGA,TAQUARA,ESTR. DA BOIUNA 1005,19,8935,-43.40312,-22.9157,POINT (-43.403119999999994 -22.915699999999994)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5633,402,10,3304557,RIO DE JANEIRO,180,1279,INSTITUTO STELLA ALMEIDA,INSTITUTO STELLA ALMEIDA,TANQUE,RUA ALEXANDRE RAMOS 355,9,2728,-43.36,-22.92372,POINT (-43.36000000000001 -22.923720000000017)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5632,403,10,3304557,RIO DE JANEIRO,180,1287,ESCOLA MUNICIPAL JÚLIO VERNE,ESCOLA MUNICIPAL JULIO VERNE,TAQUARA,RUA NOVELISTA 196,8,2692,-43.36363,-22.93051,POINT (-43.36363000000001 -22.93051000000002)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5631,404,10,3304557,RIO DE JANEIRO,180,1295,ESCOLA MUNICIPAL FELICIDADE DE MOURA E CASTRO,ESCOLA MUNICIPAL FELICIDADE DE MOURA E CASTRO,TAQUARA,RUA MOACYR CAMPOS S/N,11,4169,-43.36556,-22.93182,POINT (-43.36556 -22.931820000000005)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5630,405,10,3304557,RIO DE JANEIRO,180,1309,COLEGIO ESTADUAL STELLA MATUTINA,COLEGIO ESTADUAL STELLA MATUTINA,TANQUE,RUA CANDIDO FIGUEIREDO 181,8,3124,-43.36259,-22.91902,POINT (-43.36259000000001 -22.919020000000017)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-562f,406,10,3304557,RIO DE JANEIRO,180,1333,EDUCON,EDUCON,TAQUARA,RUA CAÇU 41,3,1452,-43.37274,-22.93197,POINT (-43.37274 -22.931970000000003)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-562e,407,10,3304557,RIO DE JANEIRO,180,1341,COLEGIO CEOM,CEOM,TANQUE,RUA GODOFREDO VIANA 357,5,1691,-43.36726,-22.91698,POINT (-43.36726 -22.916980000000002)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-562d,408,10,3304557,RIO DE JANEIRO,180,1350,COLEGIO E CURSO ÍCONE,ICONE COLEGIO E CURSO,TAQUARA,AV. DOS MANANCIAIS 436,10,4625,-43.38249,-22.91663,POINT (-43.382490000000004 -22.916630000000005)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-562c,409,10,3304557,RIO DE JANEIRO,180,1368,ESCOLA MUNICIPAL LUIZ CAMILO,ESCOLA MUNICIPAL  LUIZ CAMILO,TAQUARA,EST. DO RIO PEQUENO 656,3,935,-43.42184,-22.91452,POINT (-43.421839999999996 -22.914520000000014)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-562b,410,10,3304557,RIO DE JANEIRO,119,1538,SANTA MONICA CENTRO EDUCACIONAL - FREGUESIA,SANTA MONICA CENTRO EDUCACIONAL - FREGUESIA,FREGUESIA JPA,AV GEMINIANO GOIS 331,25,10432,-43.33577,-22.93629,POINT (-43.33576999999999 -22.936290000000007)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-562a,411,10,3304557,RIO DE JANEIRO,025,1490,ESCOLA MUNICIPAL PROF. CARMO REIS NETO ( LOC. PROVISORIO NAIR FONSECA),ESCOLA MUNICIPAL PROF. CARMO REIS NETO ( LOC. PROVISORIO NAIR FONSECA),SEPETIBA,RUA BURITIZAL S/N,10,3972,-43.70663,-22.96328,POINT (-43.70662999999999 -22.963280000000015)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5629,412,10,3304557,RIO DE JANEIRO,025,1503,ESCOLA MUNICIPAL NELSON ROMERO,ESCOLA MUNICIPAL NELSON ROMERO,SEPETIBA,RUA JOSE BALDINO S/N,10,3915,-43.69751,-22.97176,POINT (-43.697509999999994 -22.971760000000007)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5628,413,10,3304557,RIO DE JANEIRO,025,1686,ESCOLA MUNICIPAL TENENTE RENATO CESAR,ESCOLA MUNICIPAL TENENTE RENATO CESAR,SANTA CRUZ,AV. AREIA BRANCA 1510,13,5723,-43.68629,-22.93918,POINT (-43.68628999999999 -22.93918000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5627,414,10,3304557,RIO DE JANEIRO,025,1694,CIEP MINISTRO MARCOS FREIRE,CIEP MINISTRO MARCOS FREIRE,SEPETIBA,RUA JOSE FERNANDES S/N,17,7787,-43.69428,-22.97528,POINT (-43.694280000000006 -22.97528000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5626,415,10,3304557,RIO DE JANEIRO,025,2488,UNIVERSIDADE ESTÁCIO DE SÁ,UNIVERSIDADE ESTÁCIO DE SÁ,SANTA CRUZ,RUA GENERAL OLIMPIO 90,16,7202,-43.67613,-22.92884,POINT (-43.67613 -22.928840000000005)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5625,416,10,3304557,RIO DE JANEIRO,025,2500,CIEP BARAO DE ITARARE,CIEP BARAO DE ITARARE,SANTA CRUZ,RUA SAO TOME S/N MATADOURO,13,5664,-43.69419,-22.92708,POINT (-43.69419000000001 -22.927080000000014)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5624,417,10,3304557,RIO DE JANEIRO,025,2518,CIEP HILDEBRANDO DE ARAUJO GOES,CIEP HILDEBRANDO DE ARAUJO GOES,PEDRA DE GUARATIBA,ESTRADA DA PEDRA S/N,11,4156,-43.6487,-22.97516,POINT (-43.64870000000001 -22.975159999999995)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5623,418,10,3304557,RIO DE JANEIRO,025,2526,EDUCANDARIO EDITH DOS SANTOS,EDUCANDARIO EDITH DOS SANTOS,SEPETIBA,RUA SEBASTIAO SERRATO 169,9,4109,-43.70409,-22.97046,POINT (-43.70409 -22.97046000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5622,419,10,3304557,RIO DE JANEIRO,025,2534,CIEP MARIO DE ANDRADE,CIEP MARIO DE ANDRADE,SANTA CRUZ,ESTRADA VITOR DUMAS S/N,15,5987,-43.6923,-22.93949,POINT (-43.69230000000002 -22.939490000000017)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5621,420,10,3304557,RIO DE JANEIRO,025,2542,CIEP DEPUTADO ULYSSES GUIMARAES,CIEP DEPUTADO ULYSSES GUIMARAES,SEPETIBA,RUA JOSE FERNANDES S/N,14,6385,-43.69315,-22.97529,POINT (-43.693150000000024 -22.975289999999998)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5620,421,10,3304557,RIO DE JANEIRO,025,2550,COLEGIO MUNICIPAL JULIO CESARIO DE MELLO,COLEGIO MUNICIPAL JULIO CESARIO DE MELLO,SEPETIBA,ESTRADA DE SEPETIBA 2875,8,3592,-43.68344,-22.95425,POINT (-43.68343999999999 -22.954249999999995)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-561f,422,10,3304557,RIO DE JANEIRO,025,2577,ESCOLA MUNICIPAL BERTHA LUTZ,ESCOLA MUNICIPAL BERTHA LUTZ,GUARATIBA,RUA GABRIEL MILITAO MACHADO S/N,6,2649,-43.67085,-22.97903,POINT (-43.67085 -22.979030000000012)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-561e,423,10,3304557,RIO DE JANEIRO,025,2585,COLÉGIO ESTADUAL CARLOS ARNOLDO ABRUZZINI DA FONSECA,COLÉGIO ESTADUAL CARLOS ARNOLDO ABRUZZINI DA FONSECA,NOVA SEPETIBA,ESTRADA DE VASCONCELOS SN,10,3926,-43.69039,-22.95926,POINT (-43.69039 -22.959260000000008)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-561d,424,10,3304557,RIO DE JANEIRO,025,2593,ESCOLA MUNICIPAL ENGENHEIRO GASTÃO RANGEL,ESCOLA MUNICIPAL ENGENHEIRO GASTÃO RANGEL,GUARATIBA,ESTRADA DO MAGARÇA 9183,15,6867,-43.64361,-22.98039,POINT (-43.64361000000001 -22.98039000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-561c,425,10,3304557,RIO DE JANEIRO,025,2615,COLÉGIO APOLLO 12 (APOLINHO),COLÉGIO APOLLO 12 (APOLINHO),SANTA CRUZ,AV. AREIA BRANCA 1169,10,4749,-43.68748,-22.93636,POINT (-43.687479999999994 -22.93636000000002)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-561b,426,10,3304557,RIO DE JANEIRO,025,2623,ESCOLA MUNICIPAL PROFESSOR FRANCISCO JOSE ANTONIO,ESCOLA MUNICIPAL PROFESSOR FRANCISCO JOSE ANTONIO,SANTA CRUZ,RUA DOS CAJAZEIROS - CONJUNTO HABITACIONAL SANTA VERIDIANA,3,601,-43.66662,-22.94131,POINT (-43.66662 -22.94131)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-561a,427,10,3304557,RIO DE JANEIRO,025,2631,ESCOLA MUNICIPAL GIN. PROF. JORGE LUIZ ITABORAÍ DE ALMEIDA,ESCOLA MUNICIPAL GIN. PROF. JORGE LUIZ ITABORAÍ DE ALMEIDA,GUARATIBA,RUA ALEXIS CARREL N 1,2,470,-43.67065,-22.97678,POINT (-43.67065000000001 -22.976779999999998)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5619,428,10,3304557,RIO DE JANEIRO,025,2640,ESCOLA MUNICIPAL FELIPE CAMARÃO,ESCOLA MUNICIPAL FELIPE CAMARÃO,SEPETIBA,RUA JOSÉ FERNANDES S/N,3,1415,-43.6951,-22.97619,POINT (-43.6951 -22.976190000000006)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5618,429,10,3304557,RIO DE JANEIRO,025,2658,ESCOLA MUNICIPAL WALQUIR PEREIRA,ESCOLA MUNICIPAL WALQUIR PEREIRA,NOVA SEPETIBA,ESTRADA DE SEPETIBA 3.175 BL 1,2,514,-43.68631,-22.95527,POINT (-43.686309999999985 -22.95527000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5617,430,10,3304557,RIO DE JANEIRO,119,1317,Itanhangá Golf Club,ITANHANGÁ GOLF CLUB,ITANHANGÁ,ESTRADA DA BARRA DA TIJUCA 2005,7,3367,-43.30476,-22.99584,POINT (-43.30476 -22.99584000000002)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5616,431,10,3304557,RIO DE JANEIRO,170,1015,ASSOCIAÇÃO ESPÍRITA RITA DE CÁSSIA,ASSOCIAÇÃO ESPÍRITA RITA DE CÁSSIA,ANDARAÍ,RUA GASTÃO PENALVA 31,4,1943,-43.25093,-22.9277,POINT (-43.25093 -22.9277)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5615,432,10,3304557,RIO DE JANEIRO,170,1031,COLÉGIO NOSSA SENHORA DA MISERICÓRDIA,COLÉGIO NOSSA SENHORA DA MISERICÓRDIA,ANDARAÍ,RUA BARÃO DE MESQUITA 689,13,6413,-43.24589,-22.92618,POINT (-43.24588999999998 -22.926180000000006)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5614,433,10,3304557,RIO DE JANEIRO,170,1040,ASBAC - ASSOCIAÇÃO DOS SERVIDORES DO BANCO CENTRAL,ASBAC - ASSOCIAÇÃO DOS SERVIDORES DO BANCO CENTRAL,ANDARAÍ,RUA BARÃO DE MESQUITA 872,5,2473,-43.25311,-22.92416,POINT (-43.25310999999999 -22.92416000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5613,434,10,3304557,RIO DE JANEIRO,170,1066,ESCOLA MUNICIPAL AFONSO PENA,ESCOLA MUNICIPAL AFONSO PENA,ANDARAÍ,RUA BARÃO DE MESQUITA 499,14,5643,-43.24009,-22.92436,POINT (-43.24009 -22.924360000000014)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5612,435,10,3304557,RIO DE JANEIRO,170,1074,ESCOLA MUNICIPAL EPITÁCIO PESSOA,ESCOLA MUNICIPAL EPITÁCIO PESSOA,ANDARAÍ,RUA ERNESTO DE SOUZA 153,10,4267,-43.25106,-22.92973,POINT (-43.251059999999995 -22.929730000000013)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5611,436,10,3304557,RIO DE JANEIRO,170,1082,ESCOLA MUNICIPAL RODRIGO MELO FRANCO DE ANDRADE,ESCOLA MUNICIPAL RODRIGO MELO FRANCO DE ANDRADE,ANDARAÍ,RUA ERNESTO DE SOUZA 153,8,2661,-43.251,-22.92968,POINT (-43.25099999999999 -22.92968000000002)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5610,437,10,3304557,RIO DE JANEIRO,170,1120,ASSOCIAÇÃO ATLÉTICA DA TIJUCA,ASSOCIAÇÃO ATLÉTICA DA TIJUCA,TIJUCA,RUA BARÃO DE MESQUITA 149,9,4228,-43.23118,-22.91997,POINT (-43.23117999999999 -22.919970000000006)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-560f,438,10,3304557,RIO DE JANEIRO,170,1155,ESCOLA MUNICIPAL BARÃO HOMEM DE MELO,ESCOLA MUNICIPAL BARÃO HOMEM DE MELO,VILA ISABEL,RUA ALMIRANTE JOÃO CÂNDIDO BRASIL 352,6,2932,-43.23695,-22.91684,POINT (-43.236950000000014 -22.916839999999997)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-560e,439,10,3304557,RIO DE JANEIRO,170,1171,ESCOLA MUNICIPAL MADRID,ESCOLA MUNICIPAL MADRID,VILA ISABEL,RUA MAXWELL 08,4,1941,-43.23655,-22.91618,POINT (-43.23655 -22.91618000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-560d,440,10,3304557,RIO DE JANEIRO,170,1198,ESCOLA MUNICIPAL FRANCISCO MANUEL,ESCOLA MUNICIPAL FRANCISCO MANUEL,VILA ISABEL,RUA SENADOR SOARES 61,11,4857,-43.24203,-22.92045,POINT (-43.24202999999999 -22.92045)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-560c,441,10,3304557,RIO DE JANEIRO,170,1236,ESCOLA MUNICIPAL AFRÂNIO PEIXOTO,ESCOLA MUNICIPAL AFRÂNIO PEIXOTO,ANDARAÍ,RUA FERREIRA PONTES 328,5,2464,-43.25482,-22.92685,POINT (-43.25482000000001 -22.92685000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-560b,442,10,3304557,RIO DE JANEIRO,170,1244,ESCOLA MUNICIPAL BATISTA PEREIRA,ESCOLA MUNICIPAL BATISTA PEREIRA,ANDARAÍ,RUA SILVA TELES 65,12,4001,-43.24375,-22.92233,POINT (-43.243750000000006 -22.922330000000017)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-560a,443,10,3304557,RIO DE JANEIRO,170,1252,CURSO MARTINS LTDA.,CURSO MARTINS LTDA.,VILA ISABEL,RUA ARAÚJO LIMA 139,5,2317,-43.24231,-22.92128,POINT (-43.24231000000001 -22.921280000000007)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5609,444,10,3304557,RIO DE JANEIRO,170,1260,ESCOLA OGA MITÁ,ESCOLA OGA MITÁ,VILA ISABEL,RUA MAXWELL 194,5,2249,-43.24246,-22.91934,POINT (-43.242460000000015 -22.91934)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5608,445,10,3304557,RIO DE JANEIRO,170,1279,COLÉGIO WAKIGAWA,COLÉGIO WAKIGAWA,TIJUCA,AV MARACANÃ 572,4,1973,-43.23101,-22.91704,POINT (-43.231010000000005 -22.91704000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5607,446,10,3304557,RIO DE JANEIRO,170,1287,ESCOLA MUNICIPAL LEITÃO DA CUNHA,ESCOLA MUNICIPAL LEITÃO DA CUNHA,TIJUCA,RUA MAJOR ÁVILA 317,6,2971,-43.23355,-22.92114,POINT (-43.23355 -22.921140000000005)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5606,447,10,3304557,RIO DE JANEIRO,170,1309,CCAA - CENTRO DE CULTURA ANGLO AMERICANA,CCAA - CENTRO DE CULTURA ANGLO AMERICANA,GRAJAÚ,RUA UBERABA 44,3,1435,-43.25581,-22.92501,POINT (-43.255810000000004 -22.925010000000015)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5605,448,10,3304557,RIO DE JANEIRO,170,1317,BRADESCO S/A,BRADESCO S/A,VILA ISABEL,AVENIDA VINTE E OITO DE SETEMBRO 274,4,1498,-43.24514,-22.91544,POINT (-43.245140000000006 -22.915440000000007)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5604,449,10,3304557,RIO DE JANEIRO,170,1333,Colégio Barão de Lucena,COLÉGIO BARÃO DE LUCENA,VILA ISABEL,RUA TEODORO DA SILVA 453,5,2165,-43.24608,-22.91795,POINT (-43.24608 -22.91795000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5603,450,10,3304557,RIO DE JANEIRO,170,1341,Colégio Santos Dumont,COLÉGIO SANTOS DUMONT,VILA ISABEL,AVENIDA VINTE E OITO DE SETEMBRO 156,4,1525,-43.24107,-22.91467,POINT (-43.241070000000015 -22.914670000000005)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5602,451,10,3304557,RIO DE JANEIRO,170,1350,Escola Municipal Equador,ESCOLA MUNICIPAL EQUADOR,VILA ISABEL,AVENIDA VINTE E OITO DE SETEMBRO 351,11,4207,-43.24701,-22.91645,POINT (-43.247009999999996 -22.91645000000002)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5601,973,10,3304557,RIO DE JANEIRO,188,1180,ESCOLA MEU ENCANTO,JARDIM ESCOLA MEU ENCANTO,PENHA,RUA DIONISIO 76,6,2308,-43.28372,-22.84115,POINT (-43.28372000000001 -22.84115000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5600,452,10,3304557,RIO DE JANEIRO,170,1368,Igreja Metodista de Vila Isabel,IGREJA METODISTA DE VILA ISABEL,VILA ISABEL,AVENIDA VINTE E OITO DE SETEMBRO 400,11,4746,-43.24938,-22.91622,POINT (-43.24938 -22.916220000000003)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-55ff,453,10,3304557,RIO DE JANEIRO,170,1376,Escola Municipal Duque de Caxias,ESCOLA MUNICIPAL DUQUE DE CAXIAS,GRAJAÚ,RUA MARECHAL JOFRE 74,9,3289,-43.26513,-22.91848,POINT (-43.265129999999985 -22.918479999999995)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-55fe,454,10,3304557,RIO DE JANEIRO,170,1384,Escola Municipal Panamá,ESCOLA MUNICIPAL PANAMÁ,GRAJAÚ,RUA DUQUESA DE BRAGANÇA 22,12,4572,-43.25537,-22.92308,POINT (-43.25537 -22.923080000000013)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-55fd,455,10,3304557,RIO DE JANEIRO,170,1392,Grajaú Country Club,GRAJAÚ COUNTRY CLUB,GRAJAÚ,RUA PROFESSOR VALADARES 262,6,2835,-43.26762,-22.92192,POINT (-43.267620000000015 -22.921919999999997)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-55fc,456,10,3304557,RIO DE JANEIRO,170,1406,Igreja Messiânica Mundial do Brasil,IGREJA MESSIÂNICA MUNDIAL DO BRASIL,GRAJAÚ,RUA ITABAIANA 74,6,2341,-43.26244,-22.9204,POINT (-43.262439999999984 -22.920400000000015)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-55fb,457,10,3304557,RIO DE JANEIRO,170,1414,Associação Atlética de Vila Isabel,ASSOCIAÇÃO ATLÉTICA VILA ISABEL,VILA ISABEL,AV. VINTE E OITO DE SETEMBRO 160,6,2308,-43.24136,-22.91464,POINT (-43.241359999999986 -22.914640000000002)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-55fa,458,10,3304557,RIO DE JANEIRO,170,1422,BANCO ITAÚ,BANCO ITAÚ S/A,VILA ISABEL,AVENIDA VINTE E OITO DE SETEMBRO 380,3,1232,-43.24673,-22.91613,POINT (-43.24673000000001 -22.916130000000017)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-55f9,459,10,3304557,RIO DE JANEIRO,170,1430,Banco Itaú,BANCO ITAÚ S/A,VILA ISABEL,AVENIDA VINTE E OITO DE SETEMBRO 293 A,4,1585,-43.24495,-22.91571,POINT (-43.24495000000002 -22.91571000000002)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-55f8,460,10,3304557,RIO DE JANEIRO,170,1449,Colégio Estadual João Alfredo,COLÉGIO ESTADUAL JOÃO ALFREDO,VILA ISABEL,AVENIDA VINTE E OITO DE SETEMBRO 109 FUNDOS,11,2614,-43.23787,-22.9149,POINT (-43.23787000000001 -22.914899999999996)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-55f7,461,10,3304557,RIO DE JANEIRO,170,1457,Devoção Particular ao Divino Espírito Santo,DEVOÇÃO PARTICULAR AO DIVINO ESPÍRITO SANTO,VILA ISABEL,PRAÇA BARÃO DE DRUMOND 17,9,3262,-43.25067,-22.91747,POINT (-43.25067 -22.91747000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-55f6,462,10,3304557,RIO DE JANEIRO,170,1465,Escola Municipal República Argentina,ESCOLA MUNICIPAL REPÚBLICA ARGENTINA,VILA ISABEL,AVENIDA VINTE E OITO DE SETEMBRO 125,15,4445,-43.23974,-22.91485,POINT (-43.23974 -22.91485000000002)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-55f5,463,10,3304557,RIO DE JANEIRO,170,1481,Instituição Religiosa Perfect Liberty,INSTITUIÇÃO RELIGIOSA PERFECT LIBERTY,ANDARAÍ,RUA BARÃO DE SÃO FRANCISCO 128,6,2119,-43.24994,-22.92259,POINT (-43.24994 -22.92259)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-55f4,464,10,3304557,RIO DE JANEIRO,170,1490,G.R.E.S Unidos de Vila Isabel,GREMIO RECREATIVO ESCOLA DE SAMBA UNIDOS DE VILA ISABEL,VILA ISABEL,AVENIDA 28 DE SETEMBRO 382,17,7870,-43.24898,-22.91593,POINT (-43.248979999999996 -22.915930000000014)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-55f3,465,10,3304557,RIO DE JANEIRO,170,1503,Colégio Companhia de Maria,COLÉGIO DA COMPANHIA DE MARIA,GRAJAÚ,AV. ENGENHEIRO RICHARD 107,13,6358,-43.26262,-22.92208,POINT (-43.26261999999999 -22.922080000000005)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-55f2,466,10,3304557,RIO DE JANEIRO,170,1511,Escola Municipal Francisco Campos,ESCOLA MUNICIPAL FRANCISCO CAMPOS,GRAJAÚ,RUA NOSSA SENHORA DE LOURDES 175,9,4264,-43.2578,-22.92193,POINT (-43.25780000000001 -22.92193000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-55f1,467,10,3304557,RIO DE JANEIRO,170,1520,Escola Municipal Loureço Filho,ESCOLA MUNICIPAL PROFESSOR LOURENÇO FILHO,GRAJAÚ,PRAÇA EDMUNDO REGO 11,8,3728,-43.26484,-22.92302,POINT (-43.26484000000002 -22.923020000000005)
