FID,id,cod_craai,cod_mun,municipio,zona_eleitoral,cd_local,nm_local,nm_local2,bairro,endereco,total_seção,total_aptos,X,Y,geom
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-500b,1977,7,3300407,BARRA MANSA,094,1457,ESCOLA MUNICIPAL JOAQUIM MARIA DA SILVA,ESCOLA MUNICIPAL JOAQUIM MARIA DA SILVA,JARDIM AMÉRICA,RUA JOAQUIM MARIA DA SILVA 78,8,2436,-44.17384,-22.56461,POINT (-44.173839999999984 -22.56461000000002)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-500a,1978,7,3300407,BARRA MANSA,094,1503,ESCOLA MUNICIPAL MOACYR ARTHUR CHIESSE,ESCOLA MUNICIPAL PROF.º MOACYR ARTHUR CHIESSE,COTIARA,RUA PADRE ERNESTO ZARAMELLA 160,5,1251,-44.18463,-22.55175,POINT (-44.184629999999984 -22.55175000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5009,1979,7,3300407,BARRA MANSA,094,1511,COLÉGIO ESTADUAL JAYME SILVESTRE DE CAMARGO,COLÉGIO ESTADUAL JAYME SILVESTRE DE CAMARGO,SÃO SILVESTRE,RUA JAIME CAMARGO 49,10,3332,-44.18419,-22.54529,POINT (-44.18419 -22.545289999999998)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5008,1980,7,3300407,BARRA MANSA,094,1520,ESCOLA MUNICIPAL EULÁLIA GOUVÊA,ESCOLA MUNICIPAL EULÁLIA GOUVÊA,VILA INDEPENDÊNCIA,RUA JOÃO AFONSO BORGES 932,7,2449,-44.17982,-22.5612,POINT (-44.17982 -22.561200000000007)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5007,1981,7,3300407,BARRA MANSA,094,1643,CIEP 054 - MARIA JOSE MACHADO DE CARVALHO,CIEP 054 - PROFª MARIA JOSÉ MACHADO DE CARVALHO - VILA MARIA,VILA MARIA,RUA JOÃO BATISTA ATHAÍDE S/N,10,3694,-44.19777,-22.51379,POINT (-44.19776999999999 -22.51379000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5006,1982,7,3300407,BARRA MANSA,094,1651,COLÉGIO ESTADUAL COMENDADOR PEREIRA IGNÁCIO,COLÉGIO ESTADUAL COMENDADOR PEREIRA IGNÁCIO,SAUDADE,RUA JOSÉ NOVO 123,11,2182,-44.18899,-22.53205,POINT (-44.188990000000004 -22.532050000000016)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5005,1983,7,3300407,BARRA MANSA,094,1694,ESCOLA MUNICIPAL DR ELVINO ALVES FERREIRA,ESCOLA  MUNICIPAL DR. ELVINO ALVES FERREIRA,VILA URSULINO,RUA JOAQUIM FAGUNDES FERREIRA 1073,8,2706,-44.20636,-22.52907,POINT (-44.20636000000001 -22.52907000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5004,1984,7,3300407,BARRA MANSA,094,1821,ESCOLA MUNICIPAL ROTARY CLUBE,ESCOLA MUNICIPAL ROTARY CLUBE,MONTE CRISTO,RUA CÂNDIDO TEODORO DE SOUZA 233,4,1437,-44.16911,-22.56059,POINT (-44.16910999999998 -22.560590000000012)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5003,1985,7,3300407,BARRA MANSA,094,1830,ESCOLA MUNICIPAL JULIO BRANCO,ESCOLA MUNICIPAL JÚLIO BRANCO,KM - 4,ESTRADA BANANAL N. 1697,1,283,-44.19056,-22.56473,POINT (-44.19056 -22.564730000000008)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5002,1986,7,3300407,BARRA MANSA,094,1856,CENTRO UNIVERSITÁRIO DE BARRA MANSA,CENTRO UNIVERSITÁRIO DE BARRA MANSA,CENTRO,RUA VEREADOR PINHO CARVALHO 267,11,2479,-44.17044,-22.54891,POINT (-44.170440000000006 -22.548910000000014)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5001,1987,7,3300407,BARRA MANSA,094,1864,ESCOLA DOMÉSTICA CECÍLIA MONTEIRO DE BARROS,ESCOLA DOMÉSTICA CECÍLIA MONTEIRO DE BARROS,CENTRO,RUA JOSE ALVES CALDEIRA 1,7,1796,-44.17103,-22.54652,POINT (-44.171029999999995 -22.546520000000005)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5000,1988,7,3300407,BARRA MANSA,094,1872,CENTRO EDUCACIONAL AMANHECER,CENTRO EDUCACIONAL AMANHECER,CENTRO,RUA EDUARDO JUNQUEIRA1118,1,304,-44.1692,-22.54471,POINT (-44.169200000000004 -22.54471000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fff,1989,7,3300407,BARRA MANSA,094,1635,CIEP 485 - PROF JOÃO BAPTISTA DE BARROS - BOM PASTOR,CIEP 485 - PROF.º JOÃO BAPTISTA DE BARROS -  BOM PASTOR,BOM PASTOR,RUA SIQUEIRA CAMPOS S/N,14,3037,-44.18477,-22.53497,POINT (-44.18477000000001 -22.53497000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4ffe,1990,7,3300407,BARRA MANSA,094,1880,ESCOLA MUNICIPAL PROVEDOR SEBASTIÃO DE PAULA COUTINHO,ESCOLA MUNICIPAL PROVEDOR SEBASTIÃO DE PAULA COUTINHO,SÃO VICENTE,RUA SÃO SEBASTIÃO 164,1,146,-44.19026,-22.54247,POINT (-44.190260000000016 -22.54247000000002)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4ffd,1991,7,3300407,BARRA MANSA,091,1015,Colégio Municipal Prefeito Marcelo Drable,COLÉGIO MUNICIPAL PREFEITO MARCELO DRABLE,ANO BOM,RUA MARIA LUIZA GONZAGA 135,18,5416,-44.16949,-22.539,POINT (-44.169490000000025 -22.539)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4ffc,1992,7,3300407,BARRA MANSA,091,1031,Escola Municipal Iracema Pamplona Chiesse,ESCOLA MUNICIPAL IRACEMA PAMPLONA CHIESSE,ANO BOM,RUA CABO CEZÁRIO 92,4,1265,-44.15991,-22.54436,POINT (-44.15991 -22.544359999999998)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4ffb,1993,7,3300407,BARRA MANSA,091,1074,SESC,S E S C,ANO BOM,RUA TENENTE JOSÉ EDUARDO 560,10,3862,-44.17024,-22.54045,POINT (-44.17024000000001 -22.540449999999993)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4ffa,1994,7,3300407,BARRA MANSA,091,1090,Escola Estadual Reginaldo Araújo,ESCOLA ESTADUAL MUNICIPALIZADA  REGINALDO ARAÚJO,VILA ORLANDÉLIA,RUA MELVIN JONES 470,6,1921,-44.16219,-22.53603,POINT (-44.16219000000001 -22.536029999999997)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4ff9,1995,7,3300407,BARRA MANSA,091,1112,CIEP 292 - Professora Jandyra Reis de Oliveira,CIEP 292- PROFESSORA JANDYRA REIS DE OLIVEIRA,GETÚLIO VARGAS,AV. PRESIDENTE KENNEDY S/N,13,4329,-44.14384,-22.53456,POINT (-44.14384 -22.534560000000003)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4ff8,1996,7,3300407,BARRA MANSA,091,1210,Escola Estadual Municipalizada Comendador Geraldo Osório Rodrigues,ESCOLA ESTADUAL MUNICIPALIZADA COMENDADOR GERALDO OSÓRIO RODRIGUES,VILA CORINGA,RUA SÃO JOÃO 135,5,1792,-44.1799,-22.53228,POINT (-44.17990000000001 -22.53228000000002)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4ff7,1997,7,3300407,BARRA MANSA,091,1236,Escola Municipal Antônio Rocha,COLÉGIO MUNICIPAL ANTÔNIO ROCHA,ANTÔNIO ROCHA,ESTRADA FAZENDA DOS COQUEIROS 55,2,423,-44.15159,-22.64894,POINT (-44.151590000000006 -22.648940000000014)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4ff6,1998,7,3300407,BARRA MANSA,091,1252,Colégio Municipal Padre Anchieta,COLÉGIO MUNICIPAL PADRE ANCHIETA,VISTA ALEGRE,AV. CRISTIANO DOS REIS MEIRELES FILHO 905,13,4281,-44.19612,-22.50978,POINT (-44.19611999999999 -22.509780000000006)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4ff5,1999,7,3300407,BARRA MANSA,091,1279,Escola Estadual Iracema Leite Nader,ESCOLA ESTADUAL IRACEMA LEITE NADER,VILA NOVA,RUA CLAUDIONOR CABRAL FRANCO 2.237,12,3677,-44.18874,-22.52347,POINT (-44.18874 -22.523470000000017)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4ff4,2000,7,3300407,BARRA MANSA,091,1295,Escola Municipal Professor Henrique Zamith,ESCOLA MUNICIPAL PROFESSOR HENRIQUE ZAMITH,VILA NOVA,RUA ARTHUR OSCAR 300,15,3815,-44.18834,-22.52238,POINT (-44.188340000000004 -22.52238)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4ff3,2001,7,3300407,BARRA MANSA,091,1309,Colégio Municipal Vereador Paulo Basílio,COLÉGIO MUNICIPAL VEREADOR PAULO BASÍLIO DE OLIVEIRA,VILA NOVA,RUA ARTHUR OSCAR S/N,7,2281,-44.18902,-22.52195,POINT (-44.18902 -22.521950000000015)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4ff2,2002,7,3300407,BARRA MANSA,091,1341,Colégio Estadual Marechal Floriano Peixoto,COLÉGIO ESTADUAL MARECHAL FLORIANO PEIXOTO,FLORIANO,RUA JUCA RAMOS 105,5,801,-44.2998,-22.45344,POINT (-44.29979999999999 -22.453440000000015)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4ff1,2003,7,3300407,BARRA MANSA,091,1350,Escola Estadual Municipalizada de Rialto,ESCOLA ESTADUAL MUNICIPALIZADA DE RIALTO,RIALTO,PRAÇA SOUZA MENESES 139,3,846,-44.26541,-22.58263,POINT (-44.26541000000002 -22.582630000000016)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4ff0,2004,7,3300407,BARRA MANSA,091,1449,Escola Estadual Municipalizada Francisco Vilela de Andrade,ESCOLA ESTADUAL MUNICIPALIZADA FRANCISCO VILELA DE ANDRADE,SÃO FRANCISCO DE ASSIS,RUA HORÁCIO SILVA 395,6,1927,-44.1605,-22.52963,POINT (-44.1605 -22.52963000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fef,2005,7,3300407,BARRA MANSA,091,1481,Escola Estadual Leonel de Moura Brizola,ESCOLA ESTADUAL MUNICIPALIZADA LEONEL DE MOURA BRIZOLA (L CHINÊS),LOTEAMENTO SOFIA,RUA SANTA LUZIA 140,6,2118,-44.19234,-22.51076,POINT (-44.19233999999999 -22.51076)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fee,2006,7,3300407,BARRA MANSA,091,1511,Casa do Rotariano,CASA DO ROTARIANO,ANO BOM,ROTARY CLUB 54,5,1478,-44.16923,-22.53821,POINT (-44.169230000000006 -22.538210000000007)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fed,2007,7,3300407,BARRA MANSA,091,1635,E. E. MUNICIPALIZADA BELO HORIZONTE,ESCOLA ESTADUAL MUNICIPALIZADA BELO HORIZONTE,LOTEAMENTO BELO HORIZONTE,RUA H 168,4,1407,-44.19691,-22.505,POINT (-44.196909999999995 -22.505)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fec,2008,7,3300407,BARRA MANSA,091,1643,CIEP 493 PROF. ANTONIETA SALINAS DE CASTRO,CIEP 493 PROFESSORA ANTONIETA SALINAS DE CASTRO,VISTA ALEGRE,RUA OLAVO BILAC 161 LOTEAMENTO AIURUOCA,6,2006,-44.19355,-22.51018,POINT (-44.193549999999995 -22.51018000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4feb,2009,7,3300407,BARRA MANSA,091,1651,Colégio Municipal Doutor Maurício Amaral,COLÉGIO MUNICIPAL DOUTOR MAURÍCIO AMARAL,VILA CORINGA,RUA VEREADOR JOAQUIM BOA MORTE 269,7,2421,-44.17624,-22.52658,POINT (-44.17623999999999 -22.52658000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fea,2010,7,3300407,BARRA MANSA,091,1678,Escola Municipal Antônio Pereira Bruno,ESCOLA MUNICIPAL ANTÔNIO PEREIRA BRUNO,SANTA CLARA,RUA MOISES BRAGA LIMA 442,10,3501,-44.17471,-22.57973,POINT (-44.17471 -22.57973000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fe9,2011,7,3300407,BARRA MANSA,091,1686,Escola Municipal Jahyra Fonseca Drable,ESCOLA MUNICIPAL JAHYRA FONSECA DRABLE,AMPARO,PRAÇA LEOPOLDO MONTEIRO DA SILVA S/N,4,1139,-44.11389,-22.38419,POINT (-44.11389 -22.384189999999997)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fe8,2012,7,3300407,BARRA MANSA,091,1694,Escola Estadual São Pedro,ESCOLA ESTADUAL SÃO PEDRO,SÃO PEDRO,RUA BENEDITO ANTÔNIO DIAS 109,5,1648,-44.17707,-22.57384,POINT (-44.17706999999999 -22.573840000000015)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fe7,2013,7,3300407,BARRA MANSA,091,1708,Escola Municipal Prefeito Luiz Amaral,COLÉGIO MUNICIPAL PREFEITO LUIZ AMARAL,SANTA CLARA,RUA BENEDITO ANTÔNIO DIAS 155,4,1239,-44.17776,-22.58131,POINT (-44.17775999999999 -22.58131)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fe6,2014,7,3300407,BARRA MANSA,091,1716,APAE - Associação de Pais e Amigos dos Excepcionais,APAE - ASSOCIAÇÃO PAIS E AMIGOS DOS EXCEPCIONAIS,ESTAMPARIA,RUA ARY FONTINELI 649,2,534,-44.15873,-22.54899,POINT (-44.158729999999984 -22.548989999999996)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fe5,2015,7,3300407,BARRA MANSA,091,1724,Igreja Evangélica Assembléia de Deus,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,VILA PRINCIPAL,RUA UM 136,3,524,-44.14395,-22.56313,POINT (-44.14395 -22.56313000000002)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fe4,2016,7,3300407,BARRA MANSA,091,1740,CIEP 483 Municipalizado Ada Bogato,CIEP 483 MUNICIPALIZADO ADA BOGATO,PARAÍSO,RUA IZALINO GOMES DA SILVA S/N,12,2745,-44.12437,-22.55131,POINT (-44.124370000000006 -22.551310000000015)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fe3,2017,7,3300407,BARRA MANSA,091,1759,Colégio Estadual Boa Vista,COLÉGIO ESTADUAL BOA VISTA,BOA VISTA III,RUA MIGUEL GOMES DE SOUZA 99,20,6484,-44.11947,-22.55836,POINT (-44.11946999999999 -22.55836)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fe2,2018,7,3300407,BARRA MANSA,091,1767,Colégio Estadual Baldomero Barbará,ESCOLA ESTADUAL BALDOMERO BARBARÁ,VILA BARBARÁ,RUA ROBERT LANG 106,9,2788,-44.14569,-22.54187,POINT (-44.14569000000001 -22.54187000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fe1,2019,7,3300407,BARRA MANSA,091,1775,Escola Estadual Roselândia,ESCOLA ESTADUAL ROSELÂNDIA,ROSELÂNDIA,RUA VEREADOR RUY ANDRADE 115,6,2014,-44.16278,-22.57142,POINT (-44.162780000000005 -22.57142)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fe0,2020,7,3300407,BARRA MANSA,091,1791,Escola Estadual Municipalizada Bairro Cajueiros,ESCOLA ESTADUAL MUNICIPALIZADA BAIRRO CAJUEIROS,CAJUEIRO,RUA PROFESSORA LÚCIA ROSA DA SILVA BENDIA 1000,4,1460,-44.12663,-22.53947,POINT (-44.126630000000006 -22.539470000000016)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fdf,2021,7,3300407,BARRA MANSA,091,1805,Colégio Municipal Joaquim Peixoto Júnior,COLÉGIO MUNICIPAL JOAQUIM PEIXOTO JÚNIOR,BOA VISTA II,RUA JOÃO XAVIER ITABORAY 25,5,1839,-44.11977,-22.54873,POINT (-44.11977000000002 -22.548730000000003)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fde,2022,7,3300407,BARRA MANSA,091,1813,Escola Estadual Municipalizada Bairro Nove de Abril,ESCOLA ESTADUAL MUNICIPALIZADA BAIRRO NOVE DE ABRIL,NOVE DE ABRIL,RUA JANDIR LUIZ DA ROCHA 284,9,2956,-44.11392,-22.54445,POINT (-44.11392000000001 -22.544449999999998)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fdd,2023,7,3300407,BARRA MANSA,091,1821,Escola Municipal Presidente Tancredo Neves,ESCOLA MUNICIPAL PRESIDENTE TANCREDO NEVES,PITEIRAS,RUA DENISAR ARNEIRO 216,8,2656,-44.15151,-22.55675,POINT (-44.151510000000016 -22.55675000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fdc,2024,7,3300407,BARRA MANSA,091,1830,Igreja Católica da Boa Sorte,IGREJA CATOLICA DA BOA SORTE,BOA SORTE,RUA LEONISIO SOCRATES BATISTA 332,3,1103,-44.15692,-22.55741,POINT (-44.15691999999999 -22.55741000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fdb,2025,7,3300407,BARRA MANSA,091,1848,Escola Municipal Argemiro de Paula Coutinho,ESCOLA MUNICIPAL ARGEMIRO DE PAULA COUTINHO,SÃO LUIZ,PRAÇA DONA MARIA RODRIGUES MAGALHÃES 17,5,1612,-44.16297,-22.56292,POINT (-44.16296999999999 -22.562920000000002)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fda,2026,7,3300407,BARRA MANSA,091,1856,Escola Municipal Damião Medeiros,ESCOLA MUNICIPAL DAMIÃO MEDEIROS,PARAÍSO,AVENIDA VALDOMIRO PEREZ GONÇALVES 1239,3,440,-44.13097,-22.54225,POINT (-44.130969999999984 -22.542250000000013)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fd9,2027,7,3300407,BARRA MANSA,091,1864,Escola Municipal Humberto Quinto Chiesse,ESCOLA MUNICIPAL HUMBERTO QUINTO CHIESSE,SÃO LUIZ,RUA PREFEITO FERES OSRAIA NADER 48,10,3700,-44.15619,-22.55845,POINT (-44.156189999999995 -22.558449999999997)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fd8,2028,7,3300407,BARRA MANSA,091,1872,Colégio Municipal Clécio Penedo,COLÉGIO MUNICIPAL CLÉCIO PENEDO,NOVA ESPERANÇA,RUA ANTÔNIO DA SILVA REIS 22,12,3771,-44.16319,-22.56571,POINT (-44.16319 -22.56571000000002)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fd7,2029,11,3305554,SEROPÉDICA,225,1015,CIEP 155 (KM 49) -  MARIA JOAQUINA DE OLIVEIRA,CIEP 155 (KM 49) -  MARIA JOAQUINA DE OLIVEIRA,CENTRO,ANTIGA ESTRADA RIO-SAO PAULO  KM 49,14,5506,-43.69939,-22.74804,POINT (-43.69939000000001 -22.748040000000007)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fd6,2030,11,3305554,SEROPÉDICA,225,1023,Escola Municipal Pastor Gerson,ESCOLA MUNICIPAL PASTOR GERSON,BOA ESPERANCA,AVENIDA H S/N,12,4703,-43.69753,-22.73949,POINT (-43.69753000000002 -22.739490000000018)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fd5,2031,11,3305554,SEROPÉDICA,225,1031,Escola Municipal Panaro Figueira,ESCOLA MUNICIPAL PANARO FIGUEIRA,JARDIM ACACIAS,RUA MARTINHO DUARTE 20,12,4553,-43.63961,-22.80226,POINT (-43.63960999999999 -22.80226000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fd4,2526,8,3306107,VALENÇA,111,1171,ASSOCIAÇÃO BALBINA FONSECA,ASSOCIACAO BALBINA FONSECA,CENTRO,RUA DOM ANDRE ARCOVERDE 123,4,1266,-43.69923,-22.24723,POINT (-43.69922999999999 -22.247230000000016)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fd3,2032,11,3305554,SEROPÉDICA,225,1040,CIEP 156 / Albert Sabin,CIEP 156 (KM 40) - DOUTOR ALBERT SABIN,CAMPO LINDO,ANTIGA ESTRADA RIO-SAO PAULO  KM 40 / 3787 8854,17,6677,-43.63692,-22.80573,POINT (-43.63692000000002 -22.805730000000004)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fd2,2033,11,3305554,SEROPÉDICA,225,1058,Escola Municipal Alice de Souza Bruno,ESCOLA ESTADUAL ALICE DE SOUZA BRUNO,SAO MIGUEL,RUA OSVALDO DANTAS MARTINS - 2682 7937,7,2520,-43.72006,-22.71324,POINT (-43.72006000000001 -22.713240000000013)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fd1,2034,11,3305554,SEROPÉDICA,225,1074,Escola Municipal José Maria de Brito,ESCOLA MUNICIPAL JOSE MARIA DE BRITO,CANTO DO RIO,ESTRADA DO CORTUME 34,6,1736,-43.67428,-22.86116,POINT (-43.67428000000001 -22.861160000000023)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fd0,2035,11,3305554,SEROPÉDICA,225,1090,Colégio Técnico da Universidade Rural,CTUR - COLÉGIO TÉCNICO DA UNIVERSIDADE RURAL,ECOLOGIA,ANTIGA ESTRADA RIO SAO PAULO KM 8 S/N,11,3199,-43.67679,-22.76903,POINT (-43.67679000000001 -22.769030000000015)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fcf,2037,11,3305554,SEROPÉDICA,225,1120,Escola Estadual Olavo Bilac,ESCOLA ESTADUAL MUNICIPALIZADA OLAVO BILAC,PARQUE JACIMAR,RUA DORVALINA F. DE JESUS 6 KM 42,8,3033,-43.65106,-22.79825,POINT (-43.65106 -22.798250000000007)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fce,2038,11,3305554,SEROPÉDICA,225,1139,Escola Municipal Eulália de Figueiredo,ESCOLA MUNICIPAL EULALIA DE FIGUEIREDO,VERA CRUZ,RUA ENEDINO TAVARES S/N KM 42,6,2251,-43.65261,-22.79543,POINT (-43.65261 -22.795430000000014)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fcd,2039,11,3305554,SEROPÉDICA,225,1147,Colégio Estadual Presidente Dutra,COLÉGIO ESTADUAL PRESIDENTE DUTRA,ECOLOGIA,ANTIGA ESTRADA RIO SAO PAULO -  KM 47,9,2012,-43.68227,-22.76466,POINT (-43.68227 -22.76466)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fcc,2040,11,3305554,SEROPÉDICA,225,1155,Colégio Estadual Presidente Dutra,COLEGIO ESTADUAL PRESIDENTE DUTRA,ECOLOGIA,ANTIGA ESTRADA RIO SAO PAULO - KM 47,8,2583,-43.68236,-22.76454,POINT (-43.682359999999996 -22.764539999999997)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fcb,2041,11,3305554,SEROPÉDICA,225,1163,Escola Estadual Waldemar Rayte,COLEGIO ESTADUAL WALDEMAR RAYTE,CENTRO,AV MINISTRO FERNANDO COSTA S/N KM 49 - 2682 2462,10,3908,-43.70487,-22.74313,POINT (-43.70486999999999 -22.743130000000008)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fca,2042,11,3305554,SEROPÉDICA,225,1180,Escola Estadual do Bananal,ESCOLA ESTADUAL MUNICIPALIZADA BANANAL,JARDIM MARACANA,RODOVIA PRESIDENTE DUTRA S/N KM 37,6,2144,-43.65298,-22.73437,POINT (-43.652980000000014 -22.734370000000016)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fc9,2043,11,3305554,SEROPÉDICA,225,1198,Centro Educacional União Seropédica,CEUZINHO - CENTRO EDUCACIONAL UNIÃO SEROPÉDICA,FAZENDA CAXIAS,RUA THARSIS E PAULA LT 1 QD 1 FAZENDA CAXIAS,7,2687,-43.70496,-22.74762,POINT (-43.70496 -22.747620000000015)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fc8,2044,11,3305554,SEROPÉDICA,225,1325,Escola Municipal João Leôncio,ESCOLA MUNICIPAL JOÃO LEONCIO,DOM BOSCO,RUA NATALICIO CARDOSO DOS SANTOS SN KM 40,12,4666,-43.63574,-22.80778,POINT (-43.635740000000006 -22.807780000000022)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fc7,2045,1,3304805,SÃO FIDÉLIS,035,1031,COLEGIO ESTADUAL DE SAO FIDELIS,COLEGIO ESTADUAL DE SAO FIDELIS,CENTRO,PRACA TEIXEIRA SOARES 20,23,4867,-41.74863,-21.64513,POINT (-41.74863 -21.64513000000002)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fc6,2046,1,3304805,SÃO FIDÉLIS,035,1040,COLÉGIO ESTADUAL BARAO DE MACAUBAS,COLÉGIO ESTADUAL BARAO DE MACAUBAS,BARÃO DE MACAÚBAS,AV GOVERNADOR ROBERTO SILVEIRA 237,18,5538,-41.74801,-21.65285,POINT (-41.748009999999994 -21.65285000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fc5,2047,1,3304805,SÃO FIDÉLIS,035,1058,ESCOLA MUNICIPAL PROF.  JOAO BARRETO DA SILVA,ESCOLA MUNICIPAL PROF.  JOAO BARRETO DA SILVA,ERNESTO MACHADO,RUA BENEDITO PESSANHA SN ERNESTO MACHADO,3,806,-41.62202,-21.62868,POINT (-41.622020000000006 -21.62868000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fc4,2048,1,3304805,SÃO FIDÉLIS,035,1066,ESCOLA MUNICIPAL MESTRA MARIA FIRMINA,ESCOLA MUNICIPAL MESTRA MARIA FIRMINA,VILA DOS COROADOS,RUA AUGUSTO ANDRADE SN,9,3269,-41.7641,-21.6363,POINT (-41.764100000000006 -21.636300000000016)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fc3,2049,1,3304805,SÃO FIDÉLIS,035,1082,ESCOLA MUNICIPAL MOREIRA BRANDÃO,ESCOLA MUNICIPAL MOREIRA BRANDÃO,RECREIO,ITACOLOMY ZONA RURAL 1 DISTRITO,2,134,-41.89162,-21.80976,POINT (-41.89162000000001 -21.80976000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fc2,2050,1,3304805,SÃO FIDÉLIS,035,1163,ESCOLA MUNICIPAL ANTONIO SOARES,ESCOLA MUNICIPAL ANTONIO SOARES,GRUMARIM,GRUMARIM 2 DISTRITO,2,117,-41.76894,-21.58849,POINT (-41.76893999999999 -21.588490000000004)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fc1,2051,1,3304805,SÃO FIDÉLIS,035,1171,COLEGIO ESTADUAL ELVIDIO COSTA,COLEGIO ESTADUAL ELVIDIO COSTA,IPUCA,RUA SAO SEBASTIAO 170 IPUCA,14,3725,-41.73807,-21.64126,POINT (-41.73807 -21.641259999999996)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-4fc0,2052,1,3304805,SÃO FIDÉLIS,035,1210,COLEGIO ESTADUAL GERAQUE COLLET,COLEGIO ESTADUAL GERAQUE COLLET,PUREZA,AV. JACY NADER  8 PUREZA,6,1529,-41.84077,-21.59271,POINT (-41.840769999999985 -21.592710000000007)
